idx,product_name,url,crawl_status,image_count,image_status,image_types,print_area_status,spec_count,spec_status,spec_keys,crawled_at,json_path
619,10ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=619,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:30:36.403763,products/idx_619.json
620,260ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=620,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:40:01.569574,products/idx_620.json
621,180ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=621,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:43:16.779923,products/idx_621.json
622,160ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=622,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:40:19.937892,products/idx_622.json
623,300ml 거품브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=623,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:49:41.070740,products/idx_623.json
624,Unknown Product,http://chungjinkorea.com/kr/product/view.php?idx=624,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:57:47.809894,products/idx_624.json
626,150ml 파우더브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=626,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:45:34.576065,products/idx_626.json
628,80ml 헤비브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=628,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:55:42.264491,products/idx_628.json
630,110ml 헤비브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=630,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:42:39.188665,products/idx_630.json
631,130ml 헤비브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=631,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:34:10.221885,products/idx_631.json
809,30ml 헤비브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=809,성공,4,성공,"additional_3,additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T13:00:23.221140,products/idx_809.json
810,1000ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=810,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:37:15.242855,products/idx_810.json
811,100ml 헤비브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=811,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:33:51.698835,products/idx_811.json
814,120ml 튜브브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=814,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:53:23.041939,products/idx_814.json
815,165ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=815,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:32:18.251687,products/idx_815.json
816,200ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=816,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T13:03:02.629049,products/idx_816.json
817,10ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=817,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:51:50.220042,products/idx_817.json
818,200ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=818,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:38:56.200065,products/idx_818.json
823,210ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=823,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:37:24.616145,products/idx_823.json
824,65ml 튜브브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=824,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:33:33.474938,products/idx_824.json
825,120ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=825,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:49:50.857930,products/idx_825.json
826,300ml 다층브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=826,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:34:01.521257,products/idx_826.json
827,30ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=827,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:41:33.437982,products/idx_827.json
828,10ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=828,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:39:24.703767,products/idx_828.json
829,50ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=829,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:57:38.484946,products/idx_829.json
830,100ml 헤비브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=830,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:39:43.113417,products/idx_830.json
832,300ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=832,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:32:28.072485,products/idx_832.json
833,400ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=833,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:50:54.975740,products/idx_833.json
834,80ml 오버캡브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=834,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T13:03:12.145732,products/idx_834.json
835,100ml 오버캡브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=835,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:35:57.408990,products/idx_835.json
836,200ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=836,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:55:03.268815,products/idx_836.json
